Ulasan_clean,rating,label
"Alus uyy geus nepi deui, nuhun... Mudah2an awet",5,1
"Sipppppp
Thank&#39;s",5,1
Pengiriman tepat waktu terima kasih tambah sukses,4,1
Respon cepat...barang sesuai di gambar..4 jam udah sampe....makasih gan...,5,1
Barang bagis sesuai diskripsi,4,1
"Mantap, sesuai yg di iklankan",5,1
Ksiiiiiiiiiiiiiiiiiiiiiioiiiiiooooiiiiiiiiiip,5,1
mantap... fast respon... harga bersahabat.........,5,1
"terimakasih..
barang sudah sampai..",5,1
"Barang kurang bagus, kadang staples ga keluar, agak kurang bagus",3,0
mantap ... sesuai pesanan dan semoga awet,4,1
Staples nya o. K gan,4,1
"Fast respon... material bagus, smoga awet... Tq Gan.",5,1
terimakasih barang sudah sampai sesuai dengan pesanan dengan layanan dan respon yang cepat....,5,1
Barangbsudah sampai yujuan cepat parking bagus,4,1
ooooooooooooooookkkkkkkk............,4,1
"bagus, sesuai dengan pesanan dan berfungsi dengan baik.",5,1
Tooooooooooooooooooop bgt,4,1
Terimakasih barang sdh sy terima sesuai pesanan..,4,1
"Packing ok, respon cepat and barang sesuai deskripsi. Recsel..",5,1
"hari ini sy ke ltc Lindeteves, memang lbh baik online,dpt bebasongkir, sangat efisien belanja.
recommended seller",4,1
"Sudah diterima sesuai deskripsi, barang bagus",5,1
Udh 3 x lbh beli disini.Ga pernah kecewa bli disini..fast respon..pengiriman sangat cepet dan rapi..lanjutkan..recomended bgt,5,1
"Terima kasih, barang sudah sampai gannn",4,1
"Barang bagus, cepat sampai, recommended!",5,1
Sangat puas Belanja di toko ini,5,1
Barang sampai dengan selamat.,5,1
"barang sesuai, respon cepat... jempol dehhh...",4,1
Selalu puas dengan pelayanan toko ini dan tokopedia. Top seller,5,1
"Respon cepat,paket cepat sampai",5,1
Barang sdh sampai...fast respons 👍🏻,5,1
Recomended seller...bossss,5,1
Barang nya okey.... pengiriman juga cepat....mantapppp....makasih yah...,5,1
"barang sudah sampai, terima kasih",5,1
Pas... cocok... sesuai dengan gambar dan deskripsi,5,1
Barang sesuai pesanan.mksh,5,1
Belanja kedua kalinya. Selalu memuaskan. Respon cepat. Recommended seller 👍,5,1
Stlh trf lsg dikirim oleh wahana. Pake wahana ke serang cuma sehari sudah sampai.. recommended,5,1
Packing rapi sellernya juga  ramah produk juga bagus👍👍👍makasih gan,5,1
Cpt bgt pake wahana sampe kurang dr 24jam ke serang.. goodd!!!,5,1
"Produk sesuai dengan etalase gambar, pengiriman cepat, respon baik. Pokok nya ok lah. 
Sukses selalu dan tingkatkan terus pelayanan",5,1
"Baru nyoba merek ini ternyata bagus.
Sukses jualannya",5,1
Tiba lebih cepat ........,5,1
Mantap gan.. sesuai pesanan dan perkiraan... Mantap tap dah.. thanks gan,5,1
Sesuai pesanan.............,5,1
"Thxs gan, barangnya sdh sampai dgn baik.",4,1
OK PAS MANTAP.........,5,1
thanks ya boss semoga bermanfaat,5,1
joooooooooooooooooooooooosss,5,1
barang sudah sampai... thanks for seller,5,1
"barang udah nyampk tadi sore, baru konfirmasi baru pulang kerja",5,1
"oke uda kami terimah
barang bagus. tidak ada masalah. mantaaap.",5,1
Good quality ... suwun y sukses slalu,5,1
"Respon tercepat dari semua toko yg pernah saya order, mantap",5,1
"Barang sesuai deskrepsi, bagus",4,1
"Produk sesuai foto, uji coba hasil memuaskan",5,1
Siiiiiiiiiippppppppppp,4,1
Sudah diterima dan sesuai pesanan,4,1
"Produk sesuai deskripsi, respon cepat, setelah checkout langsung dikirim. Recomended seller... 👍🏻👍🏻 *Semoga semakin sukses.",5,1
Barang dah sampai dengan selamat,4,1
barang sudah sampai.....respon seller sangat responsif,4,1
"Ok, brg sdh sampai packing rapi.",4,1
Bagus mantab....agak berat...,5,1
Terima kasih..............,5,1
Barangnya mantap bro!!,4,1
Respon super cepet. 3 jam 30 mnt barang sdh sampai.,5,1
"Barang sudah diterima dengan baik, sesuai dengan gambar dan cepat, respon penjual lewat chat cepat dibalas, packing rapi....👌🏻",5,1
Barang sesuai deskripsi,4,1
"Pengiriman lumayan cepat, tp kenapa waktu di pasang isi paku yg beli 8rb an itu kok keluarnya 2 - 2 ya... apa bisa di atur biar tipa jepret keluar Nya 1 paku sj?",4,1
"Barang udah mendarat, makasih",4,1
Barang sesuai pesanan dan bagus,5,1
"Barang agak telat tapi sudah saya terima cuma belum di coba ,semoga bagus barang nya..",4,1
Pengiriman kemarin terhambat.....,3,0
"packing tidak rapih, isi berantakan, semoga kualitasnya ok",4,1
Barang sesuai deskripsi,5,1
"Barang sesuai, bagus dan murah, mantapp",5,1
"Mantap.........,..,..........
.",5,1
Ok. Susuai dengan pesansan,5,1
Sesuai iklan. Produk kualitas baik. Paking aman. Kirimnya juga cepat.,5,1
"Terima kasih
Barang sudah sampai
Jumlah sesuai dengan pesanan
Packing rapih",5,1
Biar bintang yg berbicara,5,1
tanks bos barang dah sampai.... sesuai harapan.....,5,1
Cukuppppppppppppppp.........  ..,3,0
sudah terima barang nya. tks~,5,1
trim gan barangnya sudah sampai,5,1
oke..................................,4,1
"barang ok, sesuai ekspektasi",5,1
barang sesuai pesanan. respon n layanan cepat,5,1
topp ... pesanan sesuai,5,1
Barang sdh sampai dengan baik,5,1
yoiyoiyoiyoiyoiyoiyoyiyoi,5,1
"Terima kasih
Barang sudah sampai.
Jumlah sesuai pesanan.",5,1
Bagusssss barangnyaaaaa rekomended reseller,4,1
barang sudah sampai sesuai deskripsi dalam kondisi baik . thank gan,5,1
"Terima kasih.
Barang sudah sampai.
Jumlah sesuai pesanan.
Packing rapih.",5,1
sip.......................................,5,1
t1qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,5,1
"tqqqqqqq,stepless pas, utk merk krisbow,",5,1
paket sudah diterima dengan baik. tks.,5,1
"ok gan, barang pesanan saya sudah sampai. trima kasi.",5,1
Makasih gan.......................,5,1
"Thanx gan, barang sudah d terima",5,1
Bagus. Dikirim cepat. Terima kasih,5,1
Siiiiiiiiiiiiiiiippp laahh,5,1
Pengiriman cepat dan barang yang dikirm mantep,5,1
Ssuiiiiippp....barang e josss,5,1
barangxa oke gan paking juga rapih..,5,1
sesuai.. dengan harga...,5,1
"brg sudah saya terima, thanks.",5,1
wokeeee.....pengiriman cepat...packing siip....gojek'e konco dewe mas bos....hehehehe,5,1
barang sdh sesuai dgn deskripsi hanya saja pada saat diterima isinya sdh tdk utuh lagi (patah semua). tdk tau dari awal sdh seperti itu atau larena packingnya kurang aman. semoga kedepan dapat ditingkatkan lagi,3,0
Barang sdh sampai.. thx,4,1
"salah beli, untuk mollar jangan pakai yang ini :)",4,1
Bagus sesuai dgn deskripsi.,5,1
barang bagus sesuai deskripsi,5,1
Sesuai order semoga cocok dg  staplesnys,5,1
Yerima kasih.............,5,1
barang nya berpungsi dengan baik mantap lah pokok nya,5,1
Barang dan isinya sesuai pesanan,5,1
"Barang sesuai pesanan, dikirim dg cepat",5,1
"Terimakasih pak..  Barang sudah sampe..  Barang nya sesuai. Keinginan... 
 Best Toko ini",5,1
Biar bintang yg menilai,5,1
makasih makasih makasih makasih,5,1
Good..fast respon..thx gan..,5,1
Terimakasiihh.. Belum di cobak....,4,1
......................,5,1
"Mantap, produk sesuai ekpektasi",5,1
Mantaaaap. Fast dan berfungsi dengan baik. Sesuai etalase dan deskripsi. Sangat direkomendasikan utk pembeli. 👍👍👍,5,1
Sip....................,5,1
Barang sesuai pesanan dan sampai dengan selamat,5,1
"Barang bagus,,,dah sampai dengan selamat,,maksh",5,1
"respon cepat, kirim cepat, barang sudah dicoba bagus...",5,1
barang sesuai pesanan. tp isi steples tdk semua yg dideskripsi bs masuk.,4,1
"Sesuai dgn deskripsinya,bagus,cepat, dan packaging rapih👍",5,1
Barang bagus sesuai pesanan...,4,1
"Stapler tembak nya bagus, berfungsi dg baik
Harga mantabs
Semoga awet
Pengiriman cepat
Terima kasih",5,1
Barang bagus memuaskan...,5,1
Barang sudah diterima dengan baik..,5,1
Barang oke pengiriman super cepat,5,1
Mantul ..............................,5,1
"Barang sdh diterima, packaging rapi dan berfungsi dgn baik. Thx",5,1
"barang bagus, hanya pengiriman telat",5,1
Terima kasih barang sudah mendarat,5,1
"Barang sesuai pict, pesan pagi bsk udah sampai:)",5,1
"Gooodddd dan berfungsi dengan baik,  tq",4,1
Barang sesuai dgn pesanan,5,1
Barang oke... Sesuai iklan dan orderan. Thx,4,1
"TOP, Recomended Seller",5,1
Barang sdh sampai.. Okesiip,5,1
Barang dah sampai packing rapih terimakasih,4,1
respon cepat produk berkualitas recommended,5,1
Mantap respon cepat..tks,5,1
Sangat puas .. order lgsg di proses dan cepat pengirimannya,5,1
"Sesuai gambar dan deskripsi, semoga tahan lama",5,1
Barang sesuai ulasan...mantap,4,1
Mantaaappp recomend banget,5,1
respon CPT pengiriman juga cepet,4,1
"Super respon n pengiriman super cepat..... Belum coba, semoga produknya juga ok",5,1
Mantapssss............,5,1
"Mantap makasih gannn
.......",5,1
respon mantap. barang bermanfaat.,5,1
Mantab gan................,5,1
Barangnya sudah sampai dan sesuai,5,1
Terbaiklaaaaaaaaaaaaaaah,5,1
"Terima kasih, barang sudah sampai dan berfungsi dengan baik",5,1
"kiriman sudah sampai, makasih gan",5,1
"Sesuai gambar, terima kasih gan",5,1
"Pengiriman cepat, barang sesuai deskripsi. Thanks ya",5,1
Bagus .hentakan nya kenceng,5,1
"Pengiriman cepat, pelayanan mantap, toko paling top",5,1
"Barang qulitas baik, bahan tebal. Tidak ada cacat. Recommended 👍👍",5,1
"Produk ok. Sd dicoba, berjalan baik. Semoga awet.",5,1
Produk original berkualitas berfungsi baik,5,1
Barang sesuai dengan spesifikasi. Thanks gan,5,1
Barang datang sesuai pesanan,5,1
Barang sesuai deskripsi.... pengiriman cepat...,5,1
"Barang sesuai pesanan, tapi blm di coba, pengiriman cepat",4,1
...................................sip,5,1
Mkasih........................,5,1
sesuai harapan............................ok bagus......................mantap cuy......,5,1
Fast respond &amp; kualitas ok,5,1
"Bagus, pelayanan cepat",5,1
Kwalitas baik...sdh di coba.dan mudah pemakainx..thanks..,5,1
barang sudah di terima dengan cepat dan kondisi barang lengkap. thanks,4,1
"Thanks gan, good job
Next order lagi",5,1
barangnya mantap. yang penting mureeee,5,1
Bos klu beli isinya ready,5,1
Barang sampai dan tes ok,4,1
brg udah dateng. respon cepet. kemasan rapih.  tp belum dicoba. moga2 awet dah.,5,1
Barang pesanan telah sampai. Pengiriman cepat. Hanya saja blm diperiksa krn sedang diluar rumah.Terima kasih.,4,1
brng ny sesuai dg postingan n bagus...,4,1
Sip barang sesuai dgn deskripsi,5,1
Bagusss..............,5,1
Ty gan....respon cepat ...recomended seller...sukses gan.....,5,1
Sudah diterimaaaaaaaaaaaaa,4,1
pking baik barang ok cuma agk lmbat pngirnnya...,5,1
Barang Oke...di tes nembaknya kencang....mantap laH,5,1
Pesanan sampai sgt cepat. Belom dicoba barangnya. Tapi bagus kelihatannya cukup kokoh untuk harga murah..,5,1
"Barang sudah dicoba, hasilnya sangat bagus, semoga awet",5,1
Barangnya sesuai dengan pesanan,4,1
"pengiriman cepat, packing rapi",4,1
"Barang sesuai dengan deskripsi, dites ok, recommended seller, sukses gan,mksh.",5,1
Barans sesuai pesanan,5,1
"respon cepat, produk sesuai deskripsi dan packing rapi",5,1
terimakasih pengiriman cepat....................dan barang sesuai,5,1
biarkan bintang yang berbicara...,5,1
"Ok, mudah2an staples gun-nya bisa berfungsi maksimal. Trims",4,1
terimakasih barang sudah sampai,4,1
Ukuran mak tertulis di product 14mm faktanya 8mm.,3,0
Mantaapp.... GoodJobs......,5,1
Staples tembak nya bisa berfungsi baik. Barusan saya gunakan untuk staples sofa saya dan bisa. Hasil nya bagus dan rapi. Thank you.,5,1
Good product ..buy it pls,4,1
"Barangnya sudah diterima dengan baik, penanganan proses pengirimannya cepat . . . kualitas barang Ok punya . . . murah . . .",5,1
spek sesuwai dgn yg diiklankan.. respon cepat.. repeat order lancar teruss... mantab!!,5,1
barang bagus telah dicoba tp utk ekspedisi wahana kurang baek (lama)...ovel all goodjob,5,1
"Barang sesuai deskripsi dan gambar, smoga awet.",5,1
"pesan Homaster, Kenmaster yang dikirim, isi staples yg dikirim ternyata tidak cocok utk staplesnya, parrahnya lagi isinya gak ada yg jual di kota saya. nyesel beli disinu!",3,0
barangnya sudah sampe berfungsi dengan baik cuma agak telat aja sampe nya tks gan,5,1
"Mantap, barang bagus sesuai harapan",5,1
bagus...goooooodddddddd....,5,1
"maaf  baru bisa ngasih ulasan, barang sdh diterima dengan baik cuma kalau dipake ke benda keras kurang nancap walaupun sudah diseting, tapi oklah !",3,0
"packing rapi, kuat, bagus..barang sesuai, dicoba hasil bagus...recomended sklii..top",5,1
Thankkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,4,1
barang sudah diterima sesuai pesanan,4,1
Terima kasih telah mengirimkan barang dengan cepat dan kondisinya sangat bagus. bahkan dilengkapi pula dengan isinya. terima kasih banyak cahayabelawa,5,1
Pelayanannya oke... Packingnya oke.. Barangnya juga oke banget...mksh boss,5,1
barang sudah nyampai dengan selamat,4,1
mantapppppppppppppppppppp,5,1
"Sesuai pesanan, terina kasih",5,1
"steples tembak bagus,recomended",5,1
"makasih, barang sesuai gambar",5,1
barangnya bagus dan cepat sampainya,5,1
Sangat bermanfaat. Terimakasih banyak,5,1
sippp..................................,5,1
berfungsi dengan baik....sukses selalu gan,5,1
barang dah sya trima dgn slamat gan  Trims,5,1
cakeepp ............................,5,1
Sesuai pesanan xxxxxxx,5,1
barang sudah nyampai mantapp,5,1
"baranh sudah di terima, Sukses buat lapaknya.",4,1
"pengiriman cepat , produk juga o.k terima kasih",5,1
Barang sudah kami terima. terima kasih,5,1
sesuai pesanan.pelayanan memuaskan,5,1
suuuuuuiiiiiiiiiiiiiippppppppppp,5,1
"Barang sudah sampai gan, fast respond trus barang sesuai deskripsi lah pokoknya. Mantap lah",4,1
"mantab
recomended
lanjutkan",5,1
Barang sesuai dengan deksripsi dan foto,5,1
barang sangat bagus kuat dan sesuai harapan,5,1
"barang bagus sesuai deskripsi, pengiriman cepat, packing rapih dan aman, mantapp dehhh 5 bintang utk agan",5,1
makasih barangnya udah sampai,5,1
"bagus, sesuai harapan",4,1
"Kualitas mantap, harga murah, pengiriman cepat. Terimakasih.",5,1
"brg sampe sesuai pesanan + bonusnya, mksh gan.....",5,1
"Barang sudah sampai, respon seller cepat, sudah dicoba dan berfungai dengan baik. terima kasih gan, sukses terus jualannya",5,1
barang sudah di terima..,4,1
Makasih gan brg dah sampe,5,1
"barang sesuai dgn pesanan. recommended
thx tokopedia dan cahaya belawa ,sukses terus utk keduanya",5,1
"tembakan nya mantap. lah....
lain kali di cek dulu gan jual isi ulang staplesnya. biar sesuai dengan tembakannya.
yg agan kirim ke saya isi ulangnya gx sesuai.
sekali tembak keluarnya 2 staples.",3,0
barang ok. response cepat ........................................,5,1
Barang sesuai yg diiklankan.. respons penjual sangat cepat. Bravo.....!!!,5,1
"Sudah diterima, sip. sesuai dengan deskripsi",5,1
terimakasih barang sdh diterima,4,1
"barang sudah diterima dengan baik, thanks....",5,1
"mantab, barang bagus...tembakan kenceng, pakai isi staples model T 15 mm masuk...
seller fast response, walaupun ada kendala sedikit, follow upnya luar biasa...
thx u bos...sukses selalu",5,1
Sudah sampai. Sesuai dengan pesanan. Terima kasih gan,5,1
"Barang sudah diterima ......... kualitas bagus, top seller",5,1
"Barang sudah sampai, pengiriman via gojek, terima kasih atas respon dan pelayannnya yang baik..",5,1
"Tampak fisik ok, tp belum sempat dicoba.",3,0
mantapppp gaaannnn .....................,4,1
mantab gan thanks..................................................................................,5,1
"dipacking dgn baik, ada segel selotip..barang belum dipakai tapi terlihat dapat berfungsi dgn baik..made in china",5,1
barang ok oh iya untuk refil isi ualangx bli d toko ap ya?? trima kasih,4,1
barang sudah diterima dengan baik,4,1
respon dan pengiriman cepat banget.... paking rapi dan aman.... uda di coba dan tidak ada masalah..... sukses gan....,5,1
Barang telah diterima dengan selamat dan waktu pengiriman relatip singkat...pokoknya siiip dah...,5,1
baguuuuuuuuuuuuuuuuuusssssssss,5,1
Terima kasih yaaaaa barangnya sudah sampai,5,1
"respon cepat, barang bagusss sesuai iklan",5,1
trimkasih sesui pesanan mantap poll,4,1
makasih brng sdh aku trima dngn selamat...,5,1
oke barang udah sampai gan makasih ya gan,5,1
"Cakeeeeeeeeep,, next belanja lagi dah",5,1
"Termiakasih gan, barang cepet sampai dan barang bagus.",5,1
"trim gan, barangnya sudah sampai. barangnya okhe, daya dorongnya kencang udah saya coba.",5,1
"barang sdh nyampe , tks cepat responnya , tapi belum dicoba",4,1
bagus juga gan.  pas cobain tangan saya sampe sobek kena tancap.,5,1
"Thank's,,,,,,,,,,,,,,,,,  brang smpai dg baik",4,1
"Barang sesuai deskripsi, pengiriman cepat.",5,1
barang bagus sudah saya tes respon cepat thank youuuuuuuuu,5,1
Barangnya cepat datangnya...Barangnya juga bagus dah dicoba tembakannya kenceng..thanks tokopedia...tambah sukses,5,1
Cepat dan memuaskan seauai gambar,4,1
"biar bintang yang bicara,thank",5,1
"express banget dah pokoknya,barangnya mantapp",5,1
"Kualitas produk baik. barang sampai langsung di tes nembak kaca dan ternyata pecah. hehehe
pengiriman dan pelayanan juga baik",5,1
"pesanan saya sudah sampai, cepat kirimnya. dan barang sesuai deskripsi produk. terimakasih.",5,1
Bagus dan mempermudah tugas dengan baik,5,1
Mantap..sesuai deskripsi ^.^,5,1
terima kasih terima kasih,5,1
"Reksell.....👍
Proses,pengiriman cepat",5,1
Barang sudah sampai packing rapi barang sesuai transaksi,5,1
Maksih barang sampai dengan peking yabg baik.. maksih allhamdulilillah,5,1
mantap biar bintang berbicara,5,1
"Mantul puas bangt sore tf besoknya udh smpe,,barang sesuai pesanan.. Good job",5,1
Barang mantaapppppp...cepat n work ittt,5,1
Pakunya kuat. Barang asli. Sesuai dgn foto,5,1
superrrrrrrrrrrrrrrr,5,1
Mantap gan sesuai gambar dan pesanan,5,1
Pas mantapppppppppppppppppp,5,1
Fast respon fast delivery. Tapi blm dicoba bagus gaknya.,5,1
Recommended seller..........,5,1
Barang sudah di terima dengan baik. Tks,5,1
"barang ori, sesuai dgn deskripsi",5,1
"Mantab nih, barang sesuai judul, foto dn deskripsi.. 😁😁",5,1
Produk sesuai. Berfungsi baik. Thanks.,5,1
......................,5,1
Untuk respon cukup cepat &amp; untuk pengiriman standard sesuai dengan pesanan,5,1
"Respon penjual cepat dan ramah, barang bagus meskipun warnanya gk hitam tpi gk papa kualitas tetep ok ....",4,1
Sesuai deskripsi.....,5,1
